book|chapter|verse|recovery_version|nestle1904
Philippians|4|8|Finally, brothers, what things are true, what things are dignified, what things are righteous, what things are pure, what things are lovely, what things are well spoken of, if there is any virtue and if any praise, take account of these things.|Τὸ λοιπόν, ἀδελφοί, ὅσα ἐστὶν ἀληθῆ, ὅσα σεμνά, ὅσα δίκαια, ὅσα ἁγνά, ὅσα προσφιλῆ, ὅσα εὔφημα, εἴ τις ἀρετὴ καὶ εἴ τις ἔπαινος, ταῦτα λογίζεσθε·
Philippians|4|9|The things which you have also learned and received and heard and seen in me, practice these things; and the God of peace will be with you.|ἃ καὶ ἐμάθετε καὶ παρελάβετε καὶ ἠκούσατε καὶ εἴδετε ἐν ἐμοί, ταῦτα πράσσετε· καὶ ὁ Θεὸς τῆς εἰρήνης ἔσται μεθ’ ὑμῶν.
Philippians|4|10|But I rejoiced in the Lord greatly because now at length you have caused your thinking for me to blossom anew; for which matter you had indeed taken thought, but lacked opportunity.|Ἐχάρην δὲ ἐν Κυρίῳ μεγάλως ὅτι ἤδη ποτὲ ἀνεθάλετε τὸ ὑπὲρ ἐμοῦ φρονεῖν· ἐφ’ ᾧ καὶ ἐφρονεῖτε, ἠκαιρεῖσθε δέ.
Philippians|4|11|Not that I speak according to lack, for I have learned, in whatever circumstances I am, to be content.|οὐχ ὅτι καθ’ ὑστέρησιν λέγω· ἐγὼ γὰρ ἔμαθον ἐν οἷς εἰμι αὐτάρκης εἶναι.
Philippians|4|12|I know also how to be abased, and I know how to abound; in everything and in all things I have learned the secret both to be filled and to hunger, both to abound and to lack.|οἶδα καὶ ταπεινοῦσθαι, οἶδα καὶ περισσεύειν· ἐν παντὶ καὶ ἐν πᾶσιν μεμύημαι, καὶ χορτάζεσθαι καὶ πεινᾶν, καὶ περισσεύειν καὶ ὑστερεῖσθαι.
Philippians|4|13|I am able to do all things in Him who empowers me.|πάντα ἰσχύω ἐν τῷ ἐνδυναμοῦντί με.
Philippians|4|14|Nevertheless you did well to have fellowship with me in my affliction.|πλὴν καλῶς ἐποιήσατε συνκοινωνήσαντές μου τῇ θλίψει.
Philippians|4|15|And you yourselves also know, Philippians, that in the beginning of the gospel, when I went out from Macedonia, no church had fellowship with me in the account of giving and receiving except you only;|οἴδατε δὲ καὶ ὑμεῖς, Φιλιππήσιοι, ὅτι ἐν ἀρχῇ τοῦ εὐαγγελίου, ὅτε ἐξῆλθον ἀπὸ Μακεδονίας, οὐδεμία μοι ἐκκλησία ἐκοινώνησεν εἰς λόγον δόσεως καὶ λήμψεως εἰ μὴ ὑμεῖς μόνοι,
Philippians|4|16|For even in Thessalonica you sent both once and again to my need.|ὅτι καὶ ἐν Θεσσαλονίκῃ καὶ ἅπαξ καὶ δὶς εἰς τὴν χρείαν μοι ἐπέμψατε.
Philippians|4|17|Not that I seek the gift, but I seek the fruit which increases to your account.|οὐχ ὅτι ἐπιζητῶ τὸ δόμα, ἀλλὰ ἐπιζητῶ τὸν καρπὸν τὸν πλεονάζοντα εἰς λόγον ὑμῶν.
Philippians|4|18|But I have received in full all things and abound; I have been filled, receiving from Epaphroditus the things from you, a sweet-smelling savor, an acceptable sacrifice, well pleasing to God.|ἀπέχω δὲ πάντα καὶ περισσεύω· πεπλήρωμαι δεξάμενος παρὰ Ἐπαφροδίτου τὰ παρ’ ὑμῶν, ὀσμὴν εὐωδίας, θυσίαν δεκτήν, εὐάρεστον τῷ Θεῷ.
Philippians|4|19|And my God will fill your every need according to His riches, in glory, in Christ Jesus.|ὁ δὲ Θεός μου πληρώσει πᾶσαν χρείαν ὑμῶν κατὰ τὸ πλοῦτος αὐτοῦ ἐν δόξῃ ἐν Χριστῷ Ἰησοῦ.
Philippians|4|20|Now to our God and Father be the glory forever and ever. Amen.|τῷ δὲ Θεῷ καὶ Πατρὶ ἡμῶν ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων· ἀμήν.
Philippians|4|21|Greet every saint in Christ Jesus. The brothers who are with me greet you.|Ἀσπάσασθε πάντα ἅγιον ἐν Χριστῷ Ἰησοῦ. ἀσπάζονται ὑμᾶς οἱ σὺν ἐμοὶ ἀδελφοί.
Philippians|4|22|All the saints greet you, and especially those of Caesar’s household.|ἀσπάζονται ὑμᾶς πάντες οἱ ἅγιοι, μάλιστα δὲ οἱ ἐκ τῆς Καίσαρος οἰκίας.
Philippians|4|23|The grace of the Lord Jesus Christ be with your spirit.|Ἡ χάρις τοῦ Κυρίου Ἰησοῦ Χριστοῦ μετὰ τοῦ πνεύματος ὑμῶν.
Colossians|1|1|Paul, an apostle of Christ Jesus through the will of God, and Timothy the brother,|Παῦλος ἀπόστολος Χριστοῦ Ἰησοῦ διὰ θελήματος Θεοῦ καὶ Τιμόθεος ὁ ἀδελφὸς
Colossians|1|2|To the saints in Colossae and faithful brothers in Christ: Grace to you and peace from God our Father.|τοῖς ἐν Κολοσσαῖς ἁγίοις καὶ πιστοῖς ἀδελφοῖς ἐν Χριστῷ· χάρις ὑμῖν καὶ εἰρήνη ἀπὸ Θεοῦ Πατρὸς ἡμῶν.
Colossians|1|3|We give thanks to God, the Father of our Lord Jesus Christ, praying always concerning you,|Εὐχαριστοῦμεν τῷ Θεῷ Πατρὶ τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ πάντοτε περὶ ὑμῶν προσευχόμενοι,
Colossians|1|4|Because we have heard of your faith in Christ Jesus and the love which you have unto all the saints|ἀκούσαντες τὴν πίστιν ὑμῶν ἐν Χριστῷ Ἰησοῦ καὶ τὴν ἀγάπην ἣν ἔχετε εἰς πάντας τοὺς ἁγίους
Colossians|1|5|Because of the hope laid up for you in the heavens, of which you heard before in the word of the truth of the gospel,|διὰ τὴν ἐλπίδα τὴν ἀποκειμένην ὑμῖν ἐν τοῖς οὐρανοῖς, ἣν προηκούσατε ἐν τῷ λόγῳ τῆς ἀληθείας τοῦ εὐαγγελίου
Colossians|1|6|Which has come to you, even as it is also in all the world, bearing fruit and growing, as also in you, since the day you heard and knew the grace of God in truth;|τοῦ παρόντος εἰς ὑμᾶς, καθὼς καὶ ἐν παντὶ τῷ κόσμῳ ἐστὶν καρποφορούμενον καὶ αὐξανόμενον καθὼς καὶ ἐν ὑμῖν, ἀφ’ ἧς ἡμέρας ἠκούσατε καὶ ἐπέγνωτε τὴν χάριν τοῦ Θεοῦ ἐν ἀληθείᾳ·
Colossians|1|7|Even as you learned from Epaphras, our beloved fellow slave, who is a faithful minister of Christ on your behalf,|καθὼς ἐμάθετε ἀπὸ Ἐπαφρᾶ τοῦ ἀγαπητοῦ συνδούλου ἡμῶν, ὅς ἐστιν πιστὸς ὑπὲρ ὑμῶν διάκονος τοῦ Χριστοῦ,
Colossians|1|8|Who also has made known to us your love in the Spirit.|ὁ καὶ δηλώσας ἡμῖν τὴν ὑμῶν ἀγάπην ἐν Πνεύματι.
Colossians|1|9|Therefore we also, since the day we heard of it, do not cease praying and asking on your behalf that you may be filled with the full knowledge of His will in all spiritual wisdom and understanding,|Διὰ τοῦτο καὶ ἡμεῖς, ἀφ’ ἧς ἡμέρας ἠκούσαμεν, οὐ παυόμεθα ὑπὲρ ὑμῶν προσευχόμενοι καὶ αἰτούμενοι ἵνα πληρωθῆτε τὴν ἐπίγνωσιν τοῦ θελήματος αὐτοῦ ἐν πάσῃ σοφίᾳ καὶ συνέσει πνευματικῇ,
Colossians|1|10|To walk worthily of the Lord to please Him in all things, bearing fruit in every good work and growing by the full knowledge of God,|περιπατῆσαι ἀξίως τοῦ Κυρίου εἰς πᾶσαν ἀρεσκείαν, ἐν παντὶ ἔργῳ ἀγαθῷ καρποφοροῦντες καὶ αὐξανόμενοι τῇ ἐπιγνώσει τοῦ Θεοῦ,
Colossians|1|11|Being empowered with all power, according to the might of His glory, unto all endurance and long-suffering with joy,|ἐν πάσῃ δυνάμει δυναμούμενοι κατὰ τὸ κράτος τῆς δόξης αὐτοῦ εἰς πᾶσαν ὑπομονὴν καὶ μακροθυμίαν, μετὰ χαρᾶς
Colossians|1|12|Giving thanks to the Father, who has qualified you for a share of the allotted portion of the saints in the light;|εὐχαριστοῦντες τῷ Πατρὶ τῷ ἱκανώσαντι ὑμᾶς εἰς τὴν μερίδα τοῦ κλήρου τῶν ἁγίων ἐν τῷ φωτί·
Colossians|1|13|Who delivered us out of the authority of darkness and transferred us into the kingdom of the Son of His love,|ὃς ἐρύσατο ἡμᾶς ἐκ τῆς ἐξουσίας τοῦ σκότους καὶ μετέστησεν εἰς τὴν βασιλείαν τοῦ Υἱοῦ τῆς ἀγάπης αὐτοῦ,
Colossians|1|14|In whom we have redemption, the forgiveness of sins;|ἐν ᾧ ἔχομεν τὴν ἀπολύτρωσιν, τὴν ἄφεσιν τῶν ἁμαρτιῶν·
Colossians|1|15|Who is the image of the invisible God, the Firstborn of all creation,|ὅς ἐστιν εἰκὼν τοῦ Θεοῦ τοῦ ἀοράτου, πρωτότοκος πάσης κτίσεως,
Colossians|1|16|Because in Him all things were created, in the heavens and on the earth, the visible and the invisible, whether thrones or lordships or rulers or authorities; all things have been created through Him and unto Him.|ὅτι ἐν αὐτῷ ἐκτίσθη τὰ πάντα ἐν τοῖς οὐρανοῖς καὶ ἐπὶ τῆς γῆς, τὰ ὁρατὰ καὶ τὰ ἀόρατα, εἴτε θρόνοι εἴτε κυριότητες εἴτε ἀρχαὶ εἴτε ἐξουσίαι· τὰ πάντα δι’ αὐτοῦ καὶ εἰς αὐτὸν ἔκτισται·
Colossians|1|17|And He is before all things, and all things cohere in Him;|καὶ αὐτός ἐστιν πρὸ πάντων καὶ τὰ πάντα ἐν αὐτῷ συνέστηκεν,
Colossians|1|18|And He is the Head of the Body, the church; He is the beginning, the Firstborn from the dead, that He Himself might have the first place in all things;|καὶ αὐτός ἐστιν ἡ κεφαλὴ τοῦ σώματος, τῆς ἐκκλησίας· ὅς ἐστιν ἀρχή, πρωτότοκος ἐκ τῶν νεκρῶν, ἵνα γένηται ἐν πᾶσιν αὐτὸς πρωτεύων,
Colossians|1|19|For in Him all the fullness was pleased to dwell|ὅτι ἐν αὐτῷ εὐδόκησεν πᾶν τὸ πλήρωμα κατοικῆσαι
Colossians|1|20|And through Him to reconcile all things to Himself, having made peace through the blood of His cross — through Him, whether the things on the earth or the things in the heavens.|καὶ δι’ αὐτοῦ ἀποκαταλλάξαι τὰ πάντα εἰς αὐτόν, εἰρηνοποιήσας διὰ τοῦ αἵματος τοῦ σταυροῦ αὐτοῦ, δι’ αὐτοῦ εἴτε τὰ ἐπὶ τῆς γῆς εἴτε τὰ ἐν τοῖς οὐρανοῖς.
Colossians|1|21|And you, though once alienated and enemies in your mind because of your evil works,|καὶ ὑμᾶς ποτε ὄντας ἀπηλλοτριωμένους καὶ ἐχθροὺς τῇ διανοίᾳ ἐν τοῖς ἔργοις τοῖς πονηροῖς,
Colossians|1|22|He now has reconciled in the body of His flesh through death, to present you holy and without blemish and without reproach before Him;|νυνὶ δὲ ἀποκατήλλαξεν ἐν τῷ σώματι τῆς σαρκὸς αὐτοῦ διὰ τοῦ θανάτου, παραστῆσαι ὑμᾶς ἁγίους καὶ ἀμώμους καὶ ἀνεγκλήτους κατενώπιον αὐτοῦ,
Colossians|1|23|If indeed you continue in the faith, grounded and steadfast and not being moved away from the hope of the gospel, which you heard, which was proclaimed in all creation under heaven, of which I Paul became a minister.|εἴ γε ἐπιμένετε τῇ πίστει τεθεμελιωμένοι καὶ ἑδραῖοι καὶ μὴ μετακινούμενοι ἀπὸ τῆς ἐλπίδος τοῦ εὐαγγελίου οὗ ἠκούσατε, τοῦ κηρυχθέντος ἐν πάσῃ κτίσει τῇ ὑπὸ τὸν οὐρανόν, οὗ ἐγενόμην ἐγὼ Παῦλος διάκονος.
Colossians|1|24|I now rejoice in my sufferings on your behalf and fill up on my part that which is lacking of the afflictions of Christ in my flesh for His Body, which is the church;|Νῦν χαίρω ἐν τοῖς παθήμασιν ὑπὲρ ὑμῶν, καὶ ἀνταναπληρῶ τὰ ὑστερήματα τῶν θλίψεων τοῦ Χριστοῦ ἐν τῇ σαρκί μου ὑπὲρ τοῦ σώματος αὐτοῦ, ὅ ἐστιν ἡ ἐκκλησία,
Colossians|1|25|Of which I became a minister according to the stewardship of God, which was given to me for you, to complete the word of God,|ἧς ἐγενόμην ἐγὼ διάκονος κατὰ τὴν οἰκονομίαν τοῦ Θεοῦ τὴν δοθεῖσάν μοι εἰς ὑμᾶς πληρῶσαι τὸν λόγον τοῦ Θεοῦ,
Colossians|1|26|The mystery which has been hidden from the ages and from the generations but now has been manifested to His saints;|τὸ μυστήριον τὸ ἀποκεκρυμμένον ἀπὸ τῶν αἰώνων καὶ ἀπὸ τῶν γενεῶν— νῦν δὲ ἐφανερώθη τοῖς ἁγίοις αὐτοῦ,
Colossians|1|27|To whom God willed to make known what are the riches of the glory of this mystery among the Gentiles, which is Christ in you, the hope of glory,|οἷς ἠθέλησεν ὁ Θεὸς γνωρίσαι τί τὸ πλοῦτος τῆς δόξης τοῦ μυστηρίου τούτου ἐν τοῖς ἔθνεσιν, ὅς ἐστιν Χριστὸς ἐν ὑμῖν, ἡ ἐλπὶς τῆς δόξης·
Colossians|1|28|Whom we announce, admonishing every man and teaching every man in all wisdom that we may present every man full-grown in Christ;|ὃν ἡμεῖς καταγγέλλομεν νουθετοῦντες πάντα ἄνθρωπον καὶ διδάσκοντες πάντα ἄνθρωπον ἐν πάσῃ σοφίᾳ, ἵνα παραστήσωμεν πάντα ἄνθρωπον τέλειον ἐν Χριστῷ·
Colossians|1|29|For which also I labor, struggling according to His operation which operates in me in power.|εἰς ὃ καὶ κοπιῶ ἀγωνιζόμενος κατὰ τὴν ἐνέργειαν αὐτοῦ τὴν ἐνεργουμένην ἐν ἐμοὶ ἐν δυνάμει.
Colossians|2|1|For I want you to know how great a struggle I have for you and for those in Laodicea, even all who have not seen my face in the flesh,|Θέλω γὰρ ὑμᾶς εἰδέναι ἡλίκον ἀγῶνα ἔχω ὑπὲρ ὑμῶν καὶ τῶν ἐν Λαοδικίᾳ καὶ ὅσοι οὐχ ἑόρακαν τὸ πρόσωπόν μου ἐν σαρκί,
Colossians|2|2|That their hearts may be comforted, they being knit together in love and unto all the riches of the full assurance of understanding, unto the full knowledge of the mystery of God, Christ,|ἵνα παρακληθῶσιν αἱ καρδίαι αὐτῶν, συνβιβασθέντες ἐν ἀγάπῃ καὶ εἰς πᾶν πλοῦτος τῆς πληροφορίας τῆς συνέσεως, εἰς ἐπίγνωσιν τοῦ μυστηρίου τοῦ Θεοῦ, Χριστοῦ,
Colossians|2|3|In whom all the treasures of wisdom and knowledge are hidden.|ἐν ᾧ εἰσιν πάντες οἱ θησαυροὶ τῆς σοφίας καὶ γνώσεως ἀπόκρυφοι.
Colossians|2|4|This I say that no one may delude you with persuasive speech.|Τοῦτο λέγω ἵνα μηδεὶς ὑμᾶς παραλογίζηται ἐν πιθανολογίᾳ.
Colossians|2|5|For even though I am absent in the flesh, yet in the spirit I am with you, rejoicing and seeing your order and the solid basis of your faith in Christ.|εἰ γὰρ καὶ τῇ σαρκὶ ἄπειμι, ἀλλὰ τῷ πνεύματι σὺν ὑμῖν εἰμι, χαίρων καὶ βλέπων ὑμῶν τὴν τάξιν καὶ τὸ στερέωμα τῆς εἰς Χριστὸν πίστεως ὑμῶν.
Colossians|2|6|As therefore you have received the Christ, Jesus the Lord, walk in Him,|Ὡς οὖν παρελάβετε τὸν Χριστὸν Ἰησοῦν τὸν Κύριον, ἐν αὐτῷ περιπατεῖτε,
Colossians|2|7|Having been rooted and being built up in Him, and being established in the faith even as you were taught, abounding in thanksgiving.|ἐρριζωμένοι καὶ ἐποικοδομούμενοι ἐν αὐτῷ καὶ βεβαιούμενοι τῇ πίστει καθὼς ἐδιδάχθητε, περισσεύοντες ἐν εὐχαριστίᾳ.
Colossians|2|8|Beware that no one carries you off as spoil through his philosophy and empty deceit, according to the tradition of men, according to the elements of the world, and not according to Christ;|Βλέπετε μή τις ὑμᾶς ἔσται ὁ συλαγωγῶν διὰ τῆς φιλοσοφίας καὶ κενῆς ἀπάτης κατὰ τὴν παράδοσιν τῶν ἀνθρώπων, κατὰ τὰ στοιχεῖα τοῦ κόσμου καὶ οὐ κατὰ Χριστόν·
Colossians|2|9|For in Him dwells all the fullness of the Godhead bodily,|ὅτι ἐν αὐτῷ κατοικεῖ πᾶν τὸ πλήρωμα τῆς Θεότητος σωματικῶς,
Colossians|2|10|And you have been made full in Him, who is the Head of all rule and authority.|καὶ ἐστὲ ἐν αὐτῷ πεπληρωμένοι, ὅς ἐστιν ἡ κεφαλὴ πάσης ἀρχῆς καὶ ἐξουσίας,
Colossians|2|11|In Him also you were circumcised with a circumcision not made with hands, in the putting off of the body of the flesh, in the circumcision of Christ,|ἐν ᾧ καὶ περιετμήθητε περιτομῇ ἀχειροποιήτῳ ἐν τῇ ἀπεκδύσει τοῦ σώματος τῆς σαρκός, ἐν τῇ περιτομῇ τοῦ Χριστοῦ,
Colossians|2|12|Buried together with Him in baptism, in which also you were raised together with Him through the faith of the operation of God, who raised Him from the dead.|συνταφέντες αὐτῷ ἐν τῷ βαπτίσματι, ἐν ᾧ καὶ συνηγέρθητε διὰ τῆς πίστεως τῆς ἐνεργείας τοῦ Θεοῦ τοῦ ἐγείραντος αὐτὸν ἐκ νεκρῶν·
Colossians|2|13|And you, though dead in your offenses and in the uncircumcision of your flesh, He made alive together with Him, having forgiven us all our offenses;|καὶ ὑμᾶς νεκροὺς ὄντας τοῖς παραπτώμασιν καὶ τῇ ἀκροβυστίᾳ τῆς σαρκὸς ὑμῶν, συνεζωοποίησεν ὑμᾶς σὺν αὐτῷ, χαρισάμενος ἡμῖν πάντα τὰ παραπτώματα,
Colossians|2|14|Wiping out the handwriting in ordinances, which was against us, which was contrary to us; and He has taken it out of the way, nailing it to the cross.|ἐξαλείψας τὸ καθ’ ἡμῶν χειρόγραφον τοῖς δόγμασιν ὃ ἦν ὑπεναντίον ἡμῖν, καὶ αὐτὸ ἦρκεν ἐκ τοῦ μέσου, προσηλώσας αὐτὸ τῷ σταυρῷ·
Colossians|2|15|Stripping off the rulers and the authorities, He made a display of them openly, triumphing over them in it.|ἀπεκδυσάμενος τὰς ἀρχὰς καὶ τὰς ἐξουσίας ἐδειγμάτισεν ἐν παρρησίᾳ, θριαμβεύσας αὐτοὺς ἐν αὐτῷ.
Colossians|2|16|Let no one therefore judge you in eating and in drinking or in respect of a feast or of a new moon or of the Sabbath,|Μὴ οὖν τις ὑμᾶς κρινέτω ἐν βρώσει καὶ ἐν πόσει ἢ ἐν μέρει ἑορτῆς ἢ νεομηνίας ἢ σαββάτων,
Colossians|2|17|Which are a shadow of the things to come, but the body is of Christ.|ἅ ἐστιν σκιὰ τῶν μελλόντων, τὸ δὲ σῶμα τοῦ Χριστοῦ.
Colossians|2|18|Let no one defraud you by judging you unworthy of your prize, in self-chosen lowliness and the worship of the angels, dwelling on the things which he has seen, vainly puffed up by his mind set on the flesh,|μηδεὶς ὑμᾶς καταβραβευέτω θέλων ἐν ταπεινοφροσύνῃ καὶ θρησκείᾳ τῶν ἀγγέλων, ἃ ἑόρακεν ἐμβατεύων, εἰκῇ φυσιούμενος ὑπὸ τοῦ νοὸς τῆς σαρκὸς αὐτοῦ,
Colossians|2|19|And not holding the Head, out from whom all the Body, being richly supplied and knit together by means of the joints and sinews, grows with the growth of God.|καὶ οὐ κρατῶν τὴν Κεφαλήν, ἐξ οὗ πᾶν τὸ σῶμα διὰ τῶν ἁφῶν καὶ συνδέσμων ἐπιχορηγούμενον καὶ συνβιβαζόμενον αὔξει τὴν αὔξησιν τοῦ Θεοῦ.
Colossians|2|20|If you died with Christ from the elements of the world, why, as living in the world, do you subject yourselves to ordinances:|Εἰ ἀπεθάνετε σὺν Χριστῷ ἀπὸ τῶν στοιχείων τοῦ κόσμου, τί ὡς ζῶντες ἐν κόσμῳ δογματίζεσθε
Colossians|2|21|Do not handle, nor taste, nor touch,|Μὴ ἅψῃ μηδὲ γεύσῃ μηδὲ θίγῃς,
Colossians|2|22|(Regarding things which are all to perish when used) according to the commandments and teachings of men?|ἅ ἐστιν πάντα εἰς φθορὰν τῇ ἀποχρήσει, κατὰ τὰ ἐντάλματα καὶ διδασκαλίας τῶν ἀνθρώπων;
Colossians|2|23|Such things indeed have a reputation of wisdom in self-imposed worship and lowliness and severe treatment of the body, but are not of any value against the indulgence of the flesh.|ἅτινά ἐστιν λόγον μὲν ἔχοντα σοφίας ἐν ἐθελοθρησκίᾳ καὶ ταπεινοφροσύνῃ καὶ ἀφειδίᾳ σώματος, οὐκ ἐν τιμῇ τινι πρὸς πλησμονὴν τῆς σαρκός.
Colossians|3|1|If therefore you were raised together with Christ, seek the things which are above, where Christ is, sitting at the right hand of God.|Εἰ οὖν συνηγέρθητε τῷ Χριστῷ, τὰ ἄνω ζητεῖτε, οὗ ὁ Χριστός ἐστιν ἐν δεξιᾷ τοῦ Θεοῦ καθήμενος·
Colossians|3|2|Set your mind on the things which are above, not on the things which are on the earth.|τὰ ἄνω φρονεῖτε, μὴ τὰ ἐπὶ τῆς γῆς.
Colossians|3|3|For you died, and your life is hidden with Christ in God.|ἀπεθάνετε γάρ, καὶ ἡ ζωὴ ὑμῶν κέκρυπται σὺν τῷ Χριστῷ ἐν τῷ Θεῷ·
Colossians|3|4|When Christ our life is manifested, then you also will be manifested with Him in glory.|ὅταν ὁ Χριστὸς φανερωθῇ, ἡ ζωὴ ἡμῶν, τότε καὶ ὑμεῖς σὺν αὐτῷ φανερωθήσεσθε ἐν δόξῃ.
Colossians|3|5|Put to death therefore your members which are on the earth: fornication, uncleanness, passion, evil desire, and greediness, which is idolatry;|Νεκρώσατε οὖν τὰ μέλη τὰ ἐπὶ τῆς γῆς, πορνείαν, ἀκαθαρσίαν, πάθος, ἐπιθυμίαν κακήν, καὶ τὴν πλεονεξίαν ἥτις ἐστὶν εἰδωλολατρεία,
Colossians|3|6|Because of which things the wrath of God is coming upon the sons of disobedience;|δι’ ἃ ἔρχεται ἡ ὀργὴ τοῦ Θεοῦ·
Colossians|3|7|In which you also once walked, when you lived in these things.|ἐν οἷς καὶ ὑμεῖς περιεπατήσατέ ποτε, ὅτε ἐζῆτε ἐν τούτοις·
Colossians|3|8|But now, you also, put away all these things: wrath, anger, malice, blasphemy, foul abusive language out of your mouth.|νυνὶ δὲ ἀπόθεσθε καὶ ὑμεῖς τὰ πάντα, ὀργήν, θυμόν, κακίαν, βλασφημίαν, αἰσχρολογίαν ἐκ τοῦ στόματος ὑμῶν·
Colossians|3|9|Do not lie to one another, since you have put off the old man with his practices|μὴ ψεύδεσθε εἰς ἀλλήλους, ἀπεκδυσάμενοι τὸν παλαιὸν ἄνθρωπον σὺν ταῖς πράξεσιν αὐτοῦ,
Colossians|3|10|And have put on the new man, which is being renewed unto full knowledge according to the image of Him who created him,|καὶ ἐνδυσάμενοι τὸν νέον τὸν ἀνακαινούμενον εἰς ἐπίγνωσιν κατ’ εἰκόνα τοῦ κτίσαντος αὐτόν,
Colossians|3|11|Where there cannot be Greek and Jew, circumcision and uncircumcision, barbarian, Scythian, slave, free man, but Christ is all and in all.|ὅπου οὐκ ἔνι Ἕλλην καὶ Ἰουδαῖος, περιτομὴ καὶ ἀκροβυστία, βάρβαρος, Σκύθης, δοῦλος, ἐλεύθερος, ἀλλὰ πάντα καὶ ἐν πᾶσιν Χριστός.
Colossians|3|12|Put on therefore, as God’s chosen ones, holy and beloved, inward parts of compassion, kindness, lowliness, meekness, long-suffering;|Ἐνδύσασθε οὖν, ὡς ἐκλεκτοὶ τοῦ Θεοῦ ἅγιοι καὶ ἠγαπημένοι, σπλάγχνα οἰκτιρμοῦ, χρηστότητα, ταπεινοφροσύνην, πραΰτητα, μακροθυμίαν,
Colossians|3|13|Bearing one another and forgiving one another, if anyone should have a complaint against anyone; even as the Lord forgave you, so also should you forgive.|ἀνεχόμενοι ἀλλήλων καὶ χαριζόμενοι ἑαυτοῖς, ἐάν τις πρός τινα ἔχῃ μομφήν· καθὼς καὶ ὁ Κύριος ἐχαρίσατο ὑμῖν οὕτως καὶ ὑμεῖς·
Colossians|3|14|And over all these things put on love, which is the uniting bond of perfectness.|ἐπὶ πᾶσιν δὲ τούτοις τὴν ἀγάπην, ὅ ἐστιν σύνδεσμος τῆς τελειότητος.
Colossians|3|15|And let the peace of Christ arbitrate in your hearts, to which also you were called in one Body; and be thankful.|καὶ ἡ εἰρήνη τοῦ Χριστοῦ βραβευέτω ἐν ταῖς καρδίαις ὑμῶν, εἰς ἣν καὶ ἐκλήθητε ἐν ἑνὶ σώματι· καὶ εὐχάριστοι γίνεσθε.
Colossians|3|16|Let the word of Christ dwell in you richly in all wisdom, teaching and admonishing one another with psalms and hymns and spiritual songs, singing with grace in your hearts to God.|ὁ λόγος τοῦ Χριστοῦ ἐνοικείτω ἐν ὑμῖν πλουσίως, ἐν πάσῃ σοφίᾳ· διδάσκοντες καὶ νουθετοῦντες ἑαυτοὺς, ψαλμοῖς ὕμνοις ᾠδαῖς πνευματικαῖς ἐν τῇ χάριτι ᾄδοντες ἐν ταῖς καρδίαις ὑμῶν τῷ Θεῷ·
Colossians|3|17|And whatever you do in word or in deed, do all things in the name of the Lord Jesus, giving thanks to God the Father through Him.|καὶ πᾶν ὅ τι ἐὰν ποιῆτε ἐν λόγῳ ἢ ἐν ἔργῳ, πάντα ἐν ὀνόματι Κυρίου Ἰησοῦ, εὐχαριστοῦντες τῷ Θεῷ Πατρὶ δι’ αὐτοῦ.
Colossians|3|18|Wives, be subject to your husbands, as is fitting in the Lord.|Αἱ γυναῖκες, ὑποτάσσεσθε τοῖς ἀνδράσιν, ὡς ἀνῆκεν ἐν Κυρίῳ.
Colossians|3|19|Husbands, love your wives and do not be bitter against them.|Οἱ ἄνδρες, ἀγαπᾶτε τὰς γυναῖκας καὶ μὴ πικραίνεσθε πρὸς αὐτάς.
Colossians|3|20|Children, obey your parents in all things, for this is well pleasing in the Lord.|Τὰ τέκνα, ὑπακούετε τοῖς γονεῦσιν κατὰ πάντα, τοῦτο γὰρ εὐάρεστόν ἐστιν ἐν Κυρίῳ.
Colossians|3|21|Fathers, do not vex your children, that they may not be disheartened.|Οἱ πατέρες, μὴ ἐρεθίζετε τὰ τέκνα ὑμῶν, ἵνα μὴ ἀθυμῶσιν.
Colossians|3|22|Slaves, obey in all things those who are your masters according to the flesh, not with eye-service as men-pleasers, but in singleness of heart fearing the Lord.|Οἱ δοῦλοι, ὑπακούετε κατὰ πάντα τοῖς κατὰ σάρκα κυρίοις, μὴ ἐν ὀφθαλμοδουλίαις, ὡς ἀνθρωπάρεσκοι, ἀλλ’ ἐν ἁπλότητι καρδίας φοβούμενοι τὸν Κύριον.
Colossians|3|23|Whatever you do, work from the soul as to the Lord and not to men,|ὃ ἐὰν ποιῆτε, ἐκ ψυχῆς ἐργάζεσθε ὡς τῷ Κυρίῳ καὶ οὐκ ἀνθρώποις,
Colossians|3|24|Knowing that from the Lord you will receive the inheritance as recompense. You serve the Lord Christ.|εἰδότες ὅτι ἀπὸ Κυρίου ἀπολήμψεσθε τὴν ἀνταπόδοσιν τῆς κληρονομίας. τῷ Κυρίῳ Χριστῷ δουλεύετε·
Colossians|3|25|For he who does unrighteously will receive what he unrighteously did, and there is no respect of persons.|ὁ γὰρ ἀδικῶν κομίσεται ὃ ἠδίκησεν, καὶ οὐκ ἔστιν προσωπολημψία.
Colossians|4|1|Masters, grant to your slaves that which is just and equal, knowing that you also have a Master in heaven.|Οἱ κύριοι, τὸ δίκαιον καὶ τὴν ἰσότητα τοῖς δούλοις παρέχεσθε, εἰδότες ὅτι καὶ ὑμεῖς ἔχετε Κύριον ἐν οὐρανῷ.
